data_long1,data_long2,data_long3,data_long4
0.0310644973279452,0,6,dm1_R
0.0398903780159215,0.8,1,dm4_R
0.0838544523794922,0.8,2,dm4m_R
0.0477653317164093,0.8,3,dm2_R
0.0303669467651397,0.8,4,dm3_R
0.0163877878256729,0.8,5,dldm_R
0.0203975825939954,0.8,6,dm1_R
0.0130653138759828,0.4,1,dm4_R
0.0605107515556178,0.4,2,dm4m_R
0.0126830219768582,0.4,3,dm2_R
-0.00400325114949061,0.4,4,dm3_R
0.0004581055860019,0.4,5,dldm_R
-0.0287223090226101,0.4,6,dm1_R
0.066958142452364,0.7,1,dm4_R
0.126181775304723,0.7,2,dm4m_R
0.0441670931610466,0.7,3,dm2_R
0.0260863937958624,0.7,4,dm3_R
0.022689173780718,0.7,5,dldm_R
-0.00922974783560412,0.7,6,dm1_R
-0.0213101275714365,0,1,dm4_R
-0.0116734845458489,0,2,dm4m_R
-0.00178813329029093,0,3,dm2_R
-0.00800735141275056,0,4,dm3_R
-0.0174533225126161,0,5,dldm_R
-0.0214561306849354,0,6,dm1_R
0.0889173554761001,0.8,1,dm4_R
0.14256403609299,0.8,2,dm4m_R
0.0635879802803865,0.8,3,dm2_R
0.0314058615901294,0.8,4,dm3_R
0.0329133433042776,0.8,5,dldm_R
0.0291252032253449,0.8,6,dm1_R
0.0262068606522099,0,1,dm4_R
0.0714889597785315,0,2,dm4m_R
0.0189821386242198,0,3,dm2_R
-0.00211374265042114,0,4,dm3_R
0.0317142343810581,0,5,dldm_R
0.00290963242308377,0,6,dm1_R
0.040882930380294,0.7,1,dm4_R
0.0532620239183222,0.7,2,dm4m_R
0.0437240876431968,0.7,3,dm2_R
0.0405987396221555,0.7,4,dm3_R
-0.00424829270637427,0.7,5,dldm_R
0.0248798872213542,0.7,6,dm1_R
0.0203468252196667,0.4,1,dm4_R
0.0508825380406499,0.4,2,dm4m_R
0.0127850548692376,0.4,3,dm2_R
0.030278963485939,0.4,4,dm3_R
0.000345256583634116,0.4,5,dldm_R
