data_long1,data_long2,data_long3,data_long4
0.040027343404352,0,2,dm4m_R
-0.016510603706707,0,3,dm2_R
0.008296602900259,0,4,dm3_R
0.032183794300127,0,5,dldm_R
0.027844724018532,0,6,dm1_R
0.29058475506379,0.7,1,dm4_R
0.221410977623431,0.7,2,dm4m_R
0.136143390260498,0.7,3,dm2_R
0.257738963394961,0.7,4,dm3_R
0.100204783298453,0.7,5,dldm_R
0.086189004361098,0.7,6,dm1_R
0.084612217314015,0,1,dm4_R
0.056896153950981,0,2,dm4m_R
-0.047049946519447,0,3,dm2_R
-0.008345275548497,0,4,dm3_R
0.015829816027829,0,5,dldm_R
0.034419628924759,0,6,dm1_R
0.291816974137757,0.4,1,dm4_R
0.198774321781336,0.4,2,dm4m_R
0.148509738405335,0.4,3,dm2_R
0.161926652493534,0.4,4,dm3_R
0.162037384228206,0.4,5,dldm_R
0.109548405647976,0.4,6,dm1_R
0.379018205942006,0.8,1,dm4_R
0.343240009450926,0.8,2,dm4m_R
0.427432689417169,0.8,3,dm2_R
0.570190266653252,0.8,4,dm3_R
0.472629008949833,0.8,5,dldm_R
0.334001570993181,0.8,6,dm1_R
0.3382157974598,0.8,1,dm4_R
0.237774085670621,0.8,2,dm4m_R
0.143641877225245,0.8,3,dm2_R
